date,nav,scheme_code,scheme_name,fund_house
2024-11-12,104.013,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-13,102.2523,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-14,102.3533,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-18,102.287,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-19,102.9426,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-21,102.6084,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-22,104.0153,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-25,105.6098,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-26,105.3089,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-27,105.5935,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-28,104.5539,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-29,105.2259,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-11-30,105.2243,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-02,106.339,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-03,107.207,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-04,107.6559,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-05,108.3787,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-06,108.4356,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-09,108.3583,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-10,108.5727,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-11,108.7957,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-12,108.5429,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-13,108.8347,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-16,108.7447,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-17,107.6416,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-18,107.2865,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-19,106.5383,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-20,104.3714,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-23,104.9395,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-24,104.7647,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-26,104.9719,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-27,105.0556,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-30,104.8623,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2024-12-31,104.8418,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-01,105.2098,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-02,107.1106,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-03,106.6103,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-06,104.6558,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-07,104.7743,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-08,103.8402,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-09,103.1098,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-10,102.1012,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-13,99.3562,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-14,100.491,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-15,100.6352,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-16,101.4904,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-17,101.1868,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-20,101.7412,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-21,99.7482,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-22,99.589,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-23,100.7177,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-24,99.8878,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-27,98.2629,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-28,98.499,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-29,100.3048,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
2025-01-30,100.5817,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis Mutual Fund
