date,nav,scheme_code,scheme_name,fund_house
2017-03-26,3392.4825,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-03-27,3393.0739,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-03-28,3393.6617,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-03-29,3394.2784,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-03-30,3394.8801,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-03-31,3395.8471,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-02,3397.3563,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-03,3397.9286,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-04,3398.5121,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-05,3399.1106,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-06,3399.6978,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-07,3400.28,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-09,3401.4509,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-10,3402.0715,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-11,3402.6946,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-12,3403.3109,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-13,3403.8668,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-16,3405.7759,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-17,3406.3729,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-18,3406.9751,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-19,3407.5716,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-20,3408.1668,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-21,3408.7567,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-23,3409.9717,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
2017-04-24,3410.5636,119092,HDFC Money Market Fund - Growth Option - Direct Plan,HDFC Mutual Fund
