date,nav,scheme_code,scheme_name,fund_house
2013-05-15,31.5899,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-16,31.5827,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-17,31.5851,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-20,31.5989,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-21,31.5881,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-22,31.5981,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-23,31.6113,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-24,31.6135,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-27,31.6336,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-28,31.6184,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-29,31.6166,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-30,31.6382,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-05-31,31.6046,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-03,31.5998,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-04,31.6364,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-05,31.6295,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-06,31.6568,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-07,31.6497,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-10,31.6326,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-11,31.5828,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-12,31.5693,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-13,31.5726,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-14,31.5823,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-17,31.6026,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-18,31.6199,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-19,31.6167,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-20,30.9819,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-21,31.5604,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-24,31.5935,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-25,31.5983,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-26,31.5682,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-27,31.551,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-06-28,31.6061,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-01,31.6354,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-02,31.6447,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-03,31.6149,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-04,31.7005,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-05,31.7308,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-08,31.6958,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-09,31.7138,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-10,31.7128,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-11,31.757,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-12,31.8051,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-15,31.8193,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-16,31.5549,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-17,31.5346,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-18,31.6192,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-19,31.6159,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-22,31.5924,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-23,31.5579,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-24,31.3712,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-25,31.5939,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-26,31.591,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-29,31.5584,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-30,31.5287,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-07-31,31.463,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-01,31.5515,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-02,31.5368,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-05,31.5483,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-06,31.5344,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-07,31.5634,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-08,31.6269,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-12,31.6104,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-13,31.6179,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-14,31.5721,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-16,31.4561,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-19,31.2745,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-20,31.2916,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-21,31.4778,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-22,31.477,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-23,31.5853,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-26,31.5711,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-27,31.403,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-28,31.3056,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-29,31.3412,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-08-30,31.4007,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-02,31.5122,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-03,31.4503,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
2013-09-04,31.5182,120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mutual Fund
